speaker,start_time_row,date,,,,,start_time,text
Vice President ...:,0:35:02,9/29/20,,,1:00:02,0:58:42,0:58:42,This is ridiculous.
President Donal...:,0:35:03,9/29/20,,,1:00:03,0:58:43,0:58:43,... is that the Democrats that run these cities-
Vice President ...:,0:35:05,9/29/20,,,1:00:05,0:58:45,0:58:45,Absolutely ridiculous.
President Donal...:,0:35:06,9/29/20,,,1:00:06,0:58:46,0:58:46,"... don't want to talk, like you, about law and order."
Vice President ...:,0:35:08,9/29/20,,,1:00:08,0:58:48,0:58:48,Violent crime-
President Donal...:,0:35:09,9/29/20,,,1:00:09,0:58:49,0:58:49,And you still haven't mentioned. Are you in favor of law and order?
Vice President ...:,0:35:12,9/29/20,,,1:00:12,0:58:52,0:58:52,I'm in favor of law. You- [crosstalk 00:35:15].
President Donal...:,0:35:14,9/29/20,,,1:00:14,0:58:54,0:58:54,Are you in favor of law and order? [crosstalk 00:35:17]
Chris Wallace:,0:35:16,9/29/20,,,1:00:16,0:58:56,0:58:56,"You asked a question, let him finish. [crosstalk 00:35:18] Let him answer."
Vice President ...:,0:35:20,9/29/20,,,1:00:20,0:59:00,0:59:00,"Law and order with justice, where people get treated fairly."
President Donal...:,0:35:23,9/29/20,,,1:00:23,0:59:03,0:59:03,Okay.
Vice President ...:,0:35:24,9/29/20,,,1:00:24,0:59:04,0:59:04,"And the fact of the matter is, violent crime went down 17%, 15% in our administration. It's gone up on his watch."
President Donal...:,0:35:31,9/29/20,,,1:00:31,0:59:11,0:59:11,It went down much more in ours.
Chris Wallace:,0:35:33,9/29/20,,,1:00:33,0:59:13,0:59:13,"All right, we're done- [crosstalk 00:35:35] Mr. President, you're going to be very happy because we're now going to talk about law and order."
President Donal...:,0:35:41,9/29/20,,,1:00:41,0:59:21,0:59:21,The places we had trouble were democratic run cities-
Chris Wallace:,0:35:44,9/29/20,,,1:00:44,0:59:24,0:59:24,"That's exactly my question. There has been a dramatic increase in homicides in America this summer particularly, and you often blame that on democratic mayors and democratic governors. But in fact, there have been equivalent spikes in Republican led cities, like Tulsa and Fort Worth. So the question is, is this really a..."
Chris Wallace:,0:36:03,9/29/20,,,1:01:03,0:59:43,0:59:43,"It's like Tulsa and Fort worth. So the question is, is this really a party issue?"
President Donal...:,0:36:05,9/29/20,,,1:01:05,0:59:45,0:59:45,"I think as a party issue, you can bring in a couple of examples but if you look at Chicago, what's going on in Chicago where a 53 people were shot and eight died shot, if you look at New York where it's going up, like nobody's ever seen anything. The numbers are going up a 100%, 150%, 200% crime, it is crazy what's going on and he doesn't want to say law and order because he can't because he'll lose his radical left supporters and once he does that, it's over with. But if he ever got to run this country and they ran it the way he would want to run it, we would have by the way our suburbs would be gone. And you would see problems like you've never seen before."
Vice President ...:,0:36:45,9/29/20,,,1:01:45,1:00:25,1:00:25,He wouldn't know a suburb unless you took a wrong turn.
President Donal...:,0:36:47,9/29/20,,,1:01:47,1:00:27,1:00:27,"Oh, I know suburbs so much that you."
Chris Wallace:,0:36:48,9/29/20,,,1:01:48,1:00:28,1:00:28,Gentlemen wait a minute.
Vice President ...:,0:36:50,9/29/20,,,1:01:50,1:00:30,1:00:30,"I was raised in the suburbs. This is not 1950. All these dog whistles and racism don't work anymore. Suburbs are by and large integrated. There's many people today driving their kids to soccer practice and/or black and white and Hispanic in the same car as there have been any time in the past, what really is a threat to the suburbs and their safety is his failure to deal with COVID. They're dying in the suburbs. His failure to deal with the environment, they're being flooded, they're being burned out because his refusal to do anything. That's why the suburbs are in trouble."
Chris Wallace:,0:37:23,9/29/20,,,1:02:23,1:01:03,1:01:03,"I do want to talk about this issue of law and order though. And in the joint recommendation that came from the Biden-Bernie Sanders task force, you talked about quote re-imagining policing. First of all, what does re-imagining policing mean and do you support? If I might finish the question, what does re-imagining policing mean and do you support the Black Lives Matter call for community control of policing?"
Vice President ...:,0:37:54,9/29/20,,,1:02:54,1:01:34,1:01:34,"Look, what I support are the police having the opportunity to deal with the problems they face and I'm totally opposed to defunding the police offices. As a matter of fact police, local police, the only one defunding in his budget calls for a $400 million cut in local law enforcement assistance. They need more assistance. They need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. We have to have community policing like we had before where the officers get to know the people in the communities. That's when crime went down, it didn't go up. It went down. And so we have to be..."
President Donal...:,0:38:35,9/29/20,,,1:03:35,1:02:15,1:02:15,That's not what they are talking about this. That's not what it is about. He's talking about defunding the police.
Vice President ...:,0:38:39,9/29/20,,,1:03:39,1:02:19,1:02:19,That is not true.
President Donal...:,0:38:40,9/29/20,,,1:03:40,1:02:20,1:02:20,He doesn't have any law support. He has no law enforcement.
Vice President ...:,0:38:45,9/29/20,,,1:03:45,1:02:25,1:02:25,That's not true.
President Donal...:,0:38:45,9/29/20,,,1:03:45,1:02:25,1:02:25,"He has almost nothing. Oh, really, who do you have name one group that supports you name one group that came out and supported you. Go ahead. Think we have time."
Vice President ...:,0:38:54,9/29/20,,,1:03:54,1:02:34,1:02:34,We don't have time to do anything.
President Donal...:,0:38:55,9/29/20,,,1:03:55,1:02:35,1:02:35,"No, no think right now. Name one law enforcement group that came out in support of you."
Chris Wallace:,0:39:00,9/29/20,,,1:04:00,1:02:40,1:02:40,"Now, gentleman. I think I'm going to tell I'm going to take back the bottom line."
President Donal...:,0:39:03,9/29/20,,,1:04:03,1:02:43,1:02:43,There aren't any.
Chris Wallace:,0:39:04,9/29/20,,,1:04:04,1:02:44,1:02:44,"And I want to get to another subject, which is the issue of protests in many cities that have turned violent in Portland, Oregon, especially we had more than a 100 straight days of protests, which I think you would agree, you talk about peaceful protests. Many of those turned into riots. Mr. Vice-president you say that people who commit crimes should be held accountable. The question I have though is as the democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you got to stop this, bring in the National Guard, do whatever it takes, but you'd stop the days and months of violence in Portland.”"
Vice President ...:,0:39:50,9/29/20,,,1:04:50,1:03:30,1:03:30,I don't hold public office. Now I am a former vice president. I've made it clear. I've made it clear in my public statements that the violence should be prosecuted. It should be prosecuted and anyone who committed it should be prosecuted.
Chris Wallace:,0:40:02,9/29/20,,,1:05:02,1:03:42,1:03:42,But you've never called for the people...
President Donal...:,0:40:02,9/29/20,,,1:05:02,1:03:42,1:03:42,He's never done that.
Chris Wallace:,0:40:02,9/29/20,,,1:05:02,1:03:42,1:03:42,"Excuse me, sir. You had never called for the leaders in Portland and in Oregon to call and bring in the National Guard and knock off a 100 days of riots."
Vice President ...:,0:40:15,9/29/20,,,1:05:15,1:03:55,1:03:55,They can in fact take care of it if he just stay out of the way.
President Donal...:,0:40:19,9/29/20,,,1:05:19,1:03:59,1:03:59,Oh really? I sent in the US Marshalls to get the killer of a young man in the middle of the street and they shot him for three days Portland didn't do anything. I sent in the US Marshals they took care of business.
Chris Wallace:,0:40:33,9/29/20,,,1:05:33,1:04:13,1:04:13,Go ahead sir.
Vice President ...:,0:40:34,9/29/20,,,1:05:34,1:04:14,1:04:14,"And by the way his own former spokesperson said, “Riots and chaos and violence help he cause.” That's what this is all about."
President Donal...:,0:40:43,9/29/20,,,1:05:43,1:04:23,1:04:23,I don't know who said that.
Vice President ...:,0:40:44,9/29/20,,,1:05:44,1:04:24,1:04:24,I do.
President Donal...:,0:40:45,9/29/20,,,1:05:45,1:04:25,1:04:25,Who?
Vice President ...:,0:40:46,9/29/20,,,1:05:46,1:04:26,1:04:26,I think Kellyanne Conway.
President Donal...:,0:40:48,9/29/20,,,1:05:48,1:04:28,1:04:28,I don't think she said that.
Vice President ...:,0:40:48,9/29/20,,,1:05:48,1:04:28,1:04:28,She said that.
President Donal...:,0:40:49,9/29/20,,,1:05:49,1:04:29,1:04:29,I don't think so.
Vice President ...:,0:40:50,9/29/20,,,1:05:50,1:04:30,1:04:30,"Here's the point, the point is that that's why he keeps trying to rile everything up. He doesn't want to calm things down instead of going in and talking to people and saying, “Let's get everybody together. Figure out how to deal with this.” What's he do? He just pours gasoline in the fire constantly and every single solitary time."
Chris Wallace:,0:41:10,9/29/20,,,1:06:10,1:04:50,1:04:50,"Okay. And to end this, button up this segment I'm going to give you a minute to answer, sir. You have repeatedly criticized..."
President Donal...:,0:41:16,9/29/20,,,1:06:16,1:04:56,1:04:56,Does it mean I have to answer his stuff.
Chris Wallace:,0:41:17,9/29/20,,,1:06:17,1:04:57,1:04:57,You have repeatedly...
President Donal...:,0:41:18,9/29/20,,,1:06:18,1:04:58,1:04:58,"Wait a second, you have made a statement."
Chris Wallace:,0:41:19,9/29/20,,,1:06:19,1:04:59,1:04:59,You've been talking back and forth. I'm asking you.
President Donal...:,0:41:22,9/29/20,,,1:06:22,1:05:02,1:05:02,I would love to end it.
Chris Wallace:,0:41:24,9/29/20,,,1:06:24,1:05:04,1:05:04,You know sir if you want to switch seats we could very quickly can do that.
President Donal...:,0:41:28,9/29/20,,,1:06:28,1:05:08,1:05:08,"I'll send in the National Guard, it would be over. That'd be no problem. But I don't want to accept the National Guard."
Chris Wallace:,0:41:33,9/29/20,,,1:06:33,1:05:13,1:05:13,You have repeatedly criticized the vice president for not specifically calling out Antifa and other left wing extremist groups. But are you willing tonight to condemn white supremacists and militia group and to say that they need to stand down and not add to the violence in a number of these cities as we saw in Kenosha and as we've seen in Portland.
President Donal...:,0:41:57,9/29/20,,,1:06:57,1:05:37,1:05:37,"Sure, I'm will to do that."
Chris Wallace:,0:41:59,9/29/20,,,1:06:59,1:05:39,1:05:39,Are you prepared specifically to do it.
President Donal...:,0:42:00,9/29/20,,,1:07:00,1:05:40,1:05:40,I would say almost everything I see is from the left wing not from the right wing.
Chris Wallace:,0:42:04,9/29/20,,,1:07:04,1:05:44,1:05:44,But what are you saying?
President Donal...:,0:42:06,9/29/20,,,1:07:06,1:05:46,1:05:46,I'm willing to do anything. I want to see peace.
Chris Wallace:,0:42:08,9/29/20,,,1:07:08,1:05:48,1:05:48,"Well, do it, sir."
Vice President ...:,0:42:09,9/29/20,,,1:07:09,1:05:49,1:05:49,"Say it, do it say it."
President Donal...:,0:42:10,9/29/20,,,1:07:10,1:05:50,1:05:50,"What do you want to call them? Give me a name, give me a name, go ahead who do you want me to condemn."
Chris Wallace:,0:42:14,9/29/20,,,1:07:14,1:05:54,1:05:54,White supremacist and white militia.
President Donal...:,0:42:18,9/29/20,,,1:07:18,1:05:58,1:05:58,"Okay, boys stand back and stand by. But I'll tell you what somebody's got to do something about Antifa and the left because this is not a right wing problem this is a left wing."
Vice President ...:,0:42:28,9/29/20,,,1:07:28,1:06:08,1:06:08,"He's own FBI Director said unlike white supremacist, Antifa is an idea not an organization-"
President Donal...:,0:42:35,9/29/20,,,1:07:35,1:06:15,1:06:15,Oh you got to be kidding me.
Vice President ...:,0:42:36,9/29/20,,,1:07:36,1:06:16,1:06:16,... not a militia. That's what his FBI Director said.
President Donal...:,0:42:41,9/29/20,,,1:07:41,1:06:21,1:06:21,"Well, then you know what, he's wrong."
Chris Wallace:,0:42:42,9/29/20,,,1:07:42,1:06:22,1:06:22,"We're done, sir. Moving onto the next... [crosstalk 00:42:46]"
President Donal...:,0:42:46,9/29/20,,,1:07:46,1:06:26,1:06:26,Antifa is bad.
Vice President ...:,0:42:47,9/29/20,,,1:07:47,1:06:27,1:06:27,"Every body in your administration tells you the true, it's a bad idea. You have no idea about anything."
President Donal...:,0:42:53,9/29/20,,,1:07:53,1:06:33,1:06:33,"You know what, Antifa is a dangerous radical group."
Chris Wallace:,0:42:56,9/29/20,,,1:07:56,1:06:36,1:06:36,"All right, gentlemen we're now moving onto the Trump-Biden record."
President Donal...:,0:42:58,9/29/20,,,1:07:58,1:06:38,1:06:38,"And you ought to be careful of them, they'll over throw you."
Chris Wallace:,0:43:00,9/29/20,,,1:08:00,1:06:40,1:06:40,"I'm going to ask a question. When the president seeks a second term, it is generally a referendum on his record but vice president Biden, you'd like to quote one of your dad's sayings, which is don't compare me to the almighty, compare me to the alternative. And in this case sir you are the alternative. Looking at both of your records, I'm going to ask each of you. Why should voters elect you president over your opponent in this segment, President Trump you'll go first, two minutes."
President Donal...:,0:43:30,9/29/20,,,1:08:30,1:07:10,1:07:10,"Because there is never been an administration or president who has done more than I've done in a period of three and a half years. And that's despite the impeachment hoax and you so what happened today with Hillary Clinton, where it was a whole big con job. But despite going through all of these things where I had a fight, both flanks and behind me and above there has never been an administration that's done what I've done. The greatest, before COVID came in the greatest economy in history, lowest unemployment numbers, everything was good. Everything was going."
President Donal...:,0:44:03,9/29/20,,,1:09:03,1:07:43,1:07:43,"And by the way, there was unity going to happen. People were calling me for the first time in years, they were calling and they were saying it's time maybe and then what happened? We got hit. But now we're building it back up again. A rebuilding of the military, including Space Force and all of the other things. A fixing of the VA which was a mess under him, 308,000 people died because they didn't have proper health care. It was a mess. And we now got a 91% approval rating at the VA, our vets. We take care of our vets. But we've rebuilt our military. And I'll tell you something, some people say maybe the most important by the end of the first term I'll have approximately 300 Federal judges and Court of Appeals judges, 300 and hopefully three great Supreme Court judges, justices that is a record the likes of which very few people and one of the reasons I'll have so many judges because President Obama and him left me 128 judges to fill."
President Donal...:,0:45:05,9/29/20,,,1:10:05,1:08:45,1:08:45,"When you leave office, you don't leave any judges. That's like, you just don't do that. They left 128 openings and if I were a member of his party, because they have a little different philosophy, I'd say, if you left us 128 openings you can't be a good president. You can't be a good vice president but I want to thank you because it gives us almost, it'll probably be above that number. By the end of this term, 300 judges. It's a record."
Chris Wallace:,0:45:34,9/29/20,,,1:10:34,1:09:14,1:09:14,"Looking at both of your records. Why should voters elect you President as opposed to president Trump, you have two minutes uninterrupted."
Vice President ...:,0:45:42,9/29/20,,,1:10:42,1:09:22,1:09:22,"Under this president, we become weaker, sicker, poor, more divided and more violent. When I was vice president, we inherited a recession. I was asked to fix it. I did. We left him a booming economy and he caused the recession. With regard to being weaker, the fact is that I've gone head to head with Putin and made it clear to him we're not going to take any of his stuff. He's Putin's puppy. He still refuses to even say anything to Putin about the bounty on the heads of American soldiers."
President Donal...:,0:46:14,9/29/20,,,1:11:14,1:09:54,1:09:54,You son got three and a half million dollars.
Vice President ...:,0:46:17,9/29/20,,,1:11:17,1:09:57,1:09:57,"By the way, my son..."
Chris Wallace:,0:46:19,9/29/20,,,1:11:19,1:09:59,1:09:59,"Wait a minute. Mr. President, your campaign agreed to both sides would get two minute answers, uninterrupted. Well, you're a side agreed to it and why don't you observe what your campaign agreed to as a ground rule. Okay, sir?"
Vice President ...:,0:46:33,9/29/20,,,1:11:33,1:10:13,1:10:13,He never keeps his word.
Chris Wallace:,0:46:34,9/29/20,,,1:11:34,1:10:14,1:10:14,"No, that was a rhetorical question."
Vice President ...:,0:46:37,9/29/20,,,1:11:37,1:10:17,1:10:17,Can you get back 30 seconds?
Chris Wallace:,0:46:39,9/29/20,,,1:11:39,1:10:19,1:10:19,"Yes. You may have, go ahead."
Vice President ...:,0:46:42,9/29/20,,,1:11:42,1:10:22,1:10:22,"So thirdly, we're poor. The billionaires have gotten much more wealthy by a tune of over $3- $400 billion more just since COVID. You in the home, you got less you're in more trouble than you were before. In terms of being more violent. When we were in office there were 15% less violence in America than there is today. He's President United States. It's on his watch. And with regard to more divided the nation, it can't stay divided. We can't be this way. And speaking of my son, the way you talk about the military, the way you talk about them being losers and being and just being suckers. My son was in Iraq. He spent a year there. He got the Brown Star. He got the Conspicuous Service Medal. He was not a loser. He was a Patriot and the people left behind there were heroes."
President Donal...:,0:47:39,9/29/20,,,1:12:39,1:11:19,1:11:19,Really?
Vice President ...:,0:47:39,9/29/20,,,1:12:39,1:11:19,1:11:19,And I resent-
President Donal...:,0:47:40,9/29/20,,,1:12:40,1:11:20,1:11:20,"Are you talking Hunter, are you talking about Hunter."
Vice President ...:,0:47:42,9/29/20,,,1:12:42,1:11:22,1:11:22,"I'm talking about my son, Beau Biden, you're talking about Hunter?"
President Donal...:,0:47:44,9/29/20,,,1:12:44,1:11:24,1:11:24,"I don't know, Beau. I know Hunter. Hunter got thrown out of the military. He was thrown out dishonorably discharged."
Vice President ...:,0:47:51,9/29/20,,,1:12:51,1:11:31,1:11:31,That's not true he was not dishonorably discharged.
President Donal...:,0:47:53,9/29/20,,,1:12:53,1:11:33,1:11:33,For cocaine use. And he didn't have a job until you became vice president.
Vice President ...:,0:47:56,9/29/20,,,1:12:56,1:11:36,1:11:36,None of that is true.
President Donal...:,0:47:56,9/29/20,,,1:12:56,1:11:36,1:11:36,"Once you became vice president he made a fortune in Ukraine, in China, in Moscow and various other places."
Vice President ...:,0:48:01,9/29/20,,,1:13:01,1:11:41,1:11:41,That is not true.
President Donal...:,0:48:04,9/29/20,,,1:13:04,1:11:44,1:11:44,He made a fortune and he didn't have a job.
Vice President ...:,0:48:07,9/29/20,,,1:13:07,1:11:47,1:11:47,"My son like a lot of people at home had a drug problem. He's overtaking it. He's fixed it. He's worked on it. And I'm proud of him, I'm proud of my son."
President Donal...:,0:48:17,9/29/20,,,1:13:17,1:11:57,1:11:57,But why was he given tens of millions of dollars?
Vice President ...:,0:48:19,9/29/20,,,1:13:19,1:11:59,1:11:59,He wasn't given tens of millions of dollars. [crosstalk 00:48:23] It was all discredited.
Chris Wallace:,0:48:27,9/29/20,,,1:13:27,1:12:07,1:12:07,"We've already been through this. I think the American people would rather hear about more substantial subjects. Well, as the moderator, sir, I'm going to make a judgment call here."
President Donal...:,0:48:35,9/29/20,,,1:13:35,1:12:15,1:12:15,I know but when somebody gets three and a half million dollars from the Mayor of Moscow.
Vice President ...:,0:48:39,9/29/20,,,1:13:39,1:12:19,1:12:19,That is not true. That report is totally discredited.
President Donal...:,0:48:43,9/29/20,,,1:13:43,1:12:23,1:12:23,Why did he get it?
Vice President ...:,0:48:45,9/29/20,,,1:13:45,1:12:25,1:12:25,Mitt Romney on that committee said it wasn't worth taxpayer's money. That report was written for political reason.
Chris Wallace:,0:48:50,9/29/20,,,1:13:50,1:12:30,1:12:30,I'd like to talk about climate change.
Vice President ...:,0:48:52,9/29/20,,,1:13:52,1:12:32,1:12:32,So would I.
Chris Wallace:,0:48:53,9/29/20,,,1:13:53,1:12:33,1:12:33,"Okay. The forest fires in the West are raging now. They have burned millions of acres. They have displaced hundreds of thousands of people. When state officials there blamed the fires on climate change. Mr. President, you said, I don't think the science knows. Over your four years, you have pulled the US out of the Paris Climate Accord. You have rolled back a number of Obama Environmental records, what do you believe about the science of climate change and what will you do in the next four years to confront it?"
President Donal...:,0:49:27,9/29/20,,,1:14:27,1:13:07,1:13:07,"I want crystal clean water and air. I want beautiful clean air. We have now the lowest carbon... If you look at our numbers right now, we are doing phenomenally. But I haven't destroyed our businesses. Our businesses aren't put out of commission. If you look at the Paris Accord, it was a disaster from our standpoint. And people are actually very happy about what's going on because our businesses are doing well. As far as the fires are concerned, you need forest management. In addition to everything else, the forest floors are loaded up with trees, dead trees that are years old and they're like tinder and leaves and everything else. You drop a cigarette in there the whole forest burns down. You've got to have forest management."
Chris Wallace:,0:50:09,9/29/20,,,1:15:09,1:13:49,1:13:49,"What do you believe about the science of climate change, sir?"
President Donal...:,0:50:13,9/29/20,,,1:15:13,1:13:53,1:13:53,"I believe that we have to do everything we can to have immaculate air immaculate water and do whatever else we can that's good. We're planting a billion trees, the Billion Tree Project and it's very exciting for a lot of people."
Chris Wallace:,0:50:25,9/29/20,,,1:15:25,1:14:05,1:14:05,"You believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet."
President Donal...:,0:50:32,9/29/20,,,1:15:32,1:14:12,1:14:12,"I think a lot of things do, but I think to an extent, yes. I think to an extent, yes, but I also think we have to do better management of our forest. Every year I get the call. California's burning, California's burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn't be getting those calls. In Europe, they live they're forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it's a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn't be that problem.” I spoke with the Governor about it. I'm getting along very well with the governor. But I said, “At some point you can't every year have hundreds of thousands of acres of land just burned to the ground.” That's burning down because of a lack of management."
Chris Wallace:,0:51:25,9/29/20,,,1:16:25,1:15:05,1:15:05,"But sir if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions and power plants? Why have you relaxed...?"
President Donal...:,0:51:35,9/29/20,,,1:16:35,1:15:15,1:15:15,Because it was driving energy prices through the sky.
Vice President ...:,0:51:38,9/29/20,,,1:16:38,1:15:18,1:15:18,Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?
President Donal...:,0:51:44,9/29/20,,,1:16:44,1:15:24,1:15:24,"Well, not really because what's happening is the car is much less expensive and it's a much safer car and you talk it about a tiny difference. And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer. It would be much cheaper by $3,500."
Chris Wallace:,0:52:06,9/29/20,,,1:17:06,1:15:46,1:15:46,But in the case of California they have simply ignored that.
President Donal...:,0:52:08,9/29/20,,,1:17:08,1:15:48,1:15:48,"No, but you would take a lot of cars off the market because people would be able to afford a car. Now, by the way, we're going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline. And I'm okay with electric cars too. I think I'm all for electric cars. I've given big incentives for electric cars but what they've done in California is just crazy."
Chris Wallace:,0:52:34,9/29/20,,,1:17:34,1:16:14,1:16:14,"All right, Vice president Biden. I'd like you to respond to the president's climate change record but I also want to ask you about a concern. You propose $2 trillion in green jobs. You talk about new limits, not abolishing, but new limits on fracking. Ending the use of fossil fuels to generate electricity by 2035 and zero none admission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs."
Vice President ...:,0:53:03,9/29/20,,,1:18:03,1:16:43,1:16:43,"He's absolutely wrong, number one. Number two, if in fact, during our administration in the recovery act, I was in charge able to bring down the cost of renewable energy to cheaper than are as cheap as coal and gas and oil. Nobody's going to build another coal fired plant in America. No one's going to build another oil fire plant in America. They're going to move to renewable energy. Number one, number two, we're going to make sure that we are able to take the federal fleet and turn it into a fleet that's run on their electric vehicles. Making sure that we can do that, we're going to put 500,000 charging stations in all of the highways that we're going to be building in the future. We're going to build a economy that in fact is going to provide for the ability of us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will they'll emit significantly less gas and oil because the heat will not be going out. There's so many things that we can do..."
Vice President ...:,0:54:03,9/29/20,,,1:19:03,1:17:43,1:17:43,"Gas and oil because the heat will not be going out. There's so many things that we can do now to create thousands and thousands of jobs. We can get to net zero, in terms of energy production, by 2035. Not only not costing people jobs, creating jobs, creating millions of good-paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what's happening. It's all falling apart. And talk about someone who has no relationship with foreign policy. The rainforests of Brazil are being torn down, are being ripped down. More carbon is absorbed in that rainforest than every bit of carbon that's emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the countries of the world coming up with $20 billion, and say, ""Here's $20 billion. Stop tearing down the forest. And If you don't, then you're going to have significant economic consequences."""
Chris Wallace:,0:55:11,9/29/20,,,1:20:11,1:18:51,1:18:51,"What about the argument that President Trump basically says, that you have to balance environmental interests and economic interests? And he's drawn his line."
Vice President ...:,0:55:21,9/29/20,,,1:20:21,1:19:01,1:19:01,"Well, he hasn't drawn a line. He wants to make sure that methane's not a problem. You can now emit more methane without it being a problem. Methane. This is a guy who says that you don't have to have mileage standards for automobiles that exist now. This is the guy who says that, the fact that-"
President Donal...:,0:55:39,9/29/20,,,1:20:39,1:19:19,1:19:19,Not true. Not true-
Vice President ...:,0:55:40,9/29/20,,,1:20:40,1:19:20,1:19:20,It's all true. And here's the deal-
President Donal...:,0:55:42,9/29/20,,,1:20:42,1:19:22,1:19:22,"He's talking about the Green New Deal. And it's not 2 billion [crosstalk 00:55:45] or 20 billion, as you said [crosstalk 00:55:46]. It's $100 trillion."
Vice President ...:,0:55:49,9/29/20,,,1:20:49,1:19:29,1:19:29,I'm talking about the Biden plan [crosstalk 00:55:51]-
Chris Wallace:,0:55:50,9/29/20,,,1:20:50,1:19:30,1:19:30,"Let him go for a minute, and then you can go."
President Donal...:,0:55:52,9/29/20,,,1:20:52,1:19:32,1:19:32,And rebuild the building.
Vice President ...:,0:55:53,9/29/20,,,1:20:53,1:19:33,1:19:33,No.
President Donal...:,0:55:53,9/29/20,,,1:20:53,1:19:33,1:19:33,It's the dumbest-
Vice President ...:,0:55:54,9/29/20,,,1:20:54,1:19:34,1:19:34,That is not-
President Donal...:,0:55:54,9/29/20,,,1:20:54,1:19:34,1:19:34,... most ridiculous [crosstalk 00:55:56] where two car systems are out-
Vice President ...:,0:55:59,9/29/20,,,1:20:59,1:19:39,1:19:39,Not true-
President Donal...:,0:56:00,9/29/20,,,1:21:00,1:19:40,1:19:40,... where they want to take out the cows too.
Vice President ...:,0:56:01,9/29/20,,,1:21:01,1:19:41,1:19:41,Not true.
President Donal...:,0:56:01,9/29/20,,,1:21:01,1:19:41,1:19:41,"That's not true either, right?"
Vice President ...:,0:56:03,9/29/20,,,1:21:03,1:19:43,1:19:43,Not true.
President Donal...:,0:56:04,9/29/20,,,1:21:04,1:19:44,1:19:44,This is a 100 trillion-
Vice President ...:,0:56:06,9/29/20,,,1:21:06,1:19:46,1:19:46,Simply... Look-
President Donal...:,0:56:06,9/29/20,,,1:21:06,1:19:46,1:19:46,That's more money than our country could make in 100 years [crosstalk 00:02:10]-
Vice President ...:,0:56:09,9/29/20,,,1:21:09,1:19:49,1:19:49,That is simply not the case-
Chris Wallace:,0:56:14,9/29/20,,,1:21:14,1:19:54,1:19:54,"All right. Let me [crosstalk 00:02:12]. Wait a minute, sir. I actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. So the question becomes, the president is saying, I think some people who support the president would say, that sounds like it's going to cost a lot of money and hurt the economy."
Vice President ...:,0:56:38,9/29/20,,,1:21:38,1:20:18,1:20:18,"What it's going to do, it's going to create thousands and millions of jobs. Good paying jobs [crosstalk 00:02:41]."
Chris Wallace:,0:56:42,9/29/20,,,1:21:42,1:20:22,1:20:22,"Let him finish, sir."
Vice President ...:,0:56:43,9/29/20,,,1:21:43,1:20:23,1:20:23,He doesn't know how to do that-
President Donal...:,0:56:45,9/29/20,,,1:21:45,1:20:25,1:20:25,100 million dollars.
Vice President ...:,0:56:46,9/29/20,,,1:21:46,1:20:26,1:20:26,"The fact is, it's going to create millions of good paying jobs, and these tax incentives for people to weatherize, which he wants to get rid of. It's going to make the economy much safer. Look how much we're paying now to deal with the hurricanes, deal with... By the way, he has an answer for hurricanes. He said, maybe we should drop a nuclear weapon on them, and they may-"
President Donal...:,0:57:05,9/29/20,,,1:22:05,1:20:45,1:20:45,I never said that at all-
Vice President ...:,0:57:06,9/29/20,,,1:22:06,1:20:46,1:20:46,"Yeah, he did say that-"
President Donal...:,0:57:06,9/29/20,,,1:22:06,1:20:46,1:20:46,They made it up.
Vice President ...:,0:57:08,9/29/20,,,1:22:08,1:20:48,1:20:48,And here's the deal-
President Donal...:,0:57:09,9/29/20,,,1:22:09,1:20:49,1:20:49,You make up a lot-
